tamanho;tempo_malloqueiro;tempo_malloc
1024;0.0120000001;0.0030000000
2048;0.0100000007;0.0030000000
3072;0.0110000009;0.0030000000
4096;0.0130000003;0.0040000002
5120;0.0140000004;0.0050000004
6144;0.0160000008;0.0060000001
7168;0.0190000013;0.0070000002
8192;0.0290000010;0.0070000002
9216;0.0230000019;0.0080000004
10240;0.0250000004;0.0080000004
11264;0.0270000007;0.0090000005
12288;0.0280000009;0.0100000007
13312;0.0310000014;0.0140000004
14336;0.0320000015;0.0120000001
15360;0.0350000001;0.0120000001
16384;0.0370000005;0.0130000003
17408;0.0380000025;0.0140000004
18432;0.0410000011;0.0140000004
19456;0.0420000032;0.0150000006
20480;0.0450000018;0.0150000006
21504;0.0460000038;0.0160000008
22528;0.0480000004;0.0170000009
23552;0.0510000028;0.0170000009
24576;0.0510000028;0.0190000013
25600;0.0540000014;0.0190000013
26624;0.0560000017;0.0200000014
27648;0.0580000021;0.0200000014
28672;0.0600000024;0.0210000016
29696;0.0620000027;0.0220000017
30720;0.0630000010;0.0230000019
31744;0.0659999996;0.0230000019
32768;0.0680000037;0.0240000002
33792;0.0670000017;0.0670000017
34816;0.0680000037;0.0680000037
35840;0.0710000023;0.0690000057
36864;0.0720000044;0.0720000044
37888;0.0750000030;0.0730000064
38912;0.0760000050;0.0750000030
39936;0.0780000016;0.0770000070
40960;0.0800000057;0.0860000029
41984;0.0800000057;0.0780000016
43008;0.0810000002;0.0800000057
44032;0.0830000043;0.0820000023
45056;0.0850000009;0.0840000063
46080;0.0870000049;0.0850000009
47104;0.0890000015;0.0870000049
48128;0.1100000069;0.0900000036
49152;0.0920000076;0.0910000056
50176;0.0950000063;0.0920000076
51200;0.0960000008;0.0950000063
52224;0.0980000049;0.0970000029
53248;0.0990000069;0.0980000049
54272;0.1010000035;0.1000000015
55296;0.1030000076;0.1020000055
56320;0.1050000042;0.1040000021
57344;0.1070000082;0.1070000082
58368;0.1080000028;0.1080000028
59392;0.1110000089;0.1100000069
60416;0.1120000035;0.1120000035
61440;0.1140000075;0.1130000055
62464;0.1160000041;0.2180000097
63488;0.1180000082;0.1170000061
64512;0.1200000048;0.1190000027
65536;0.1210000068;0.1490000039
66560;0.1230000034;0.1310000122
67584;0.1350000054;0.1250000000
68608;0.1260000020;0.1260000020
69632;0.1390000135;0.1310000122
70656;0.1340000033;0.1330000013
71680;0.1360000074;0.1450000107
72704;0.1760000139;0.1530000120
73728;0.1390000135;0.1390000135
74752;0.1400000006;0.1400000006
75776;0.1430000067;0.1410000026
76800;0.1440000087;0.1440000087
77824;0.2000000030;0.1460000128
78848;0.1490000039;0.1480000019
79872;0.1710000038;0.1490000039
80896;0.1520000100;0.1510000080
81920;0.1530000120;0.1530000120
82944;0.1550000012;0.1540000141
83968;0.1580000073;0.1560000032
84992;0.1590000093;0.1580000073
86016;0.1610000134;0.1600000113
87040;0.1630000025;0.1620000005
88064;0.1640000045;0.1630000025
89088;0.1740000099;0.1820000112
90112;0.4240000248;0.1680000126
91136;0.2220000178;0.2000000030
92160;0.1810000092;0.1850000024
93184;0.1700000018;0.1690000147
94208;0.1710000038;0.1700000018
95232;0.1730000079;0.1870000064
96256;0.1850000024;0.1840000153
97280;0.1870000064;0.1850000024
98304;0.1890000105;0.1870000064
99328;0.1910000145;0.1890000105
100352;0.1920000017;0.1900000125
101376;0.1940000057;0.1930000037
102400;0.2000000030;0.1950000077
103424;0.2650000155;0.1960000098
104448;0.2040000111;0.1880000085
105472;0.1910000145;0.1890000105
106496;0.1920000017;0.1910000145
107520;0.1940000057;0.1930000037
108544;0.1970000118;0.1950000077
109568;0.1990000159;0.2210000157
110592;0.2000000030;0.1980000138
111616;0.2010000050;0.2360000163
112640;0.2040000111;0.2100000083
113664;0.2110000104;0.2090000063
114688;0.2120000124;0.2110000104
115712;0.2140000165;0.2530000210
116736;0.2100000083;0.2080000043
117760;0.2130000144;0.2110000104
118784;0.2140000165;0.2130000144
119808;0.2160000056;0.2150000036
120832;0.2180000097;0.2990000248
121856;0.2200000137;0.2180000097
122880;0.2220000178;0.2200000137
123904;0.2230000049;0.2220000178
124928;0.2250000089;0.2240000069
125952;0.4290000200;0.2250000089
126976;0.2290000170;0.2569999993
128000;0.4520000219;0.2810000181
129024;0.2770000100;0.2360000163
130048;0.2400000095;0.2390000075
131072;0.2430000156;0.2400000095
132096;0.2540000081;0.3190000057
133120;0.2530000210;0.2510000169
134144;0.2550000250;0.2530000210
135168;0.2560000122;0.2540000081
136192;0.2580000162;0.2560000122
137216;0.2639999986;0.2580000162
138240;0.2620000243;0.2650000155
139264;0.2500000000;0.2480000108
140288;0.2520000041;0.2500000000
141312;0.2540000081;0.2520000041
142336;0.2550000250;0.2530000210
143360;0.2569999993;0.2540000081
144384;0.2590000033;0.2850000262
145408;0.2610000074;0.2580000162
146432;0.2620000243;0.2600000203
147456;0.2650000155;0.2620000243
148480;0.2660000026;0.2639999986
149504;0.2680000067;0.2650000155
150528;0.2690000236;0.2680000067
151552;0.2710000277;0.2690000236
152576;0.3070000112;0.2710000277
153600;0.3440000117;0.2730000019
154624;0.2770000100;0.2740000188
155648;0.2790000141;0.2760000229
156672;0.2800000012;0.4720000327
157696;0.3660000265;0.2800000012
158720;0.2830000222;0.3040000200
159744;0.2850000262;0.2830000222
160768;0.2890000045;0.2850000262
161792;0.2910000086;0.2860000134
162816;0.2920000255;0.2880000174
163840;0.2939999998;0.2890000045
164864;0.2950000167;0.2920000255
165888;0.3380000293;0.2930000126
166912;0.3000000119;0.2950000167
167936;0.3010000288;0.2970000207
168960;0.3030000031;0.2990000248
169984;0.3050000072;0.3000000119
171008;0.3230000138;0.3020000160
172032;0.3080000281;0.3320000172
173056;0.3100000024;0.3060000241
