tamanho;tempo_malloqueiro;tempo_malloc
1024;0.0260000005;0.0060000001
2048;0.0220000017;0.0070000002
3072;0.0250000004;0.0080000004
4096;0.0300000012;0.0100000007
5120;0.0340000018;0.0110000009
6144;0.0380000025;0.0130000003
7168;0.0450000018;0.0150000006
8192;0.0490000024;0.0170000009
9216;0.0890000015;0.0220000017
10240;0.0600000024;0.0200000014
11264;0.0620000027;0.0220000017
12288;0.0659999996;0.0230000019
13312;0.0710000023;0.0329999998
14336;0.0750000030;0.0270000007
15360;0.0800000057;0.0280000009
16384;0.0850000009;0.0290000010
17408;0.0890000015;0.0310000014
18432;0.0930000022;0.0329999998
19456;0.0970000029;0.0340000018
20480;0.1020000055;0.0360000022
21504;0.1070000082;0.0370000005
22528;0.1110000089;0.0400000028
23552;0.1150000021;0.0410000011
24576;0.1200000048;0.0420000032
25600;0.1250000000;0.0450000018
26624;0.1290000081;0.0460000038
27648;0.1330000013;0.0480000004
28672;0.1380000114;0.0490000024
29696;0.1430000067;0.0510000028
30720;0.1469999999;0.0520000011
31744;0.1510000080;0.0550000034
32768;0.1560000032;0.0560000017
33792;0.1550000012;0.1680000126
34816;0.1590000093;0.1590000093
35840;0.1630000025;0.1630000025
36864;0.1670000106;0.1670000106
37888;0.1700000018;0.1710000038
38912;0.1760000139;0.1760000139
39936;0.1800000072;0.1800000072
40960;0.1850000024;0.1840000153
41984;0.1890000105;0.1880000085
43008;0.1940000057;0.1930000037
44032;0.1970000118;0.1980000138
45056;0.2230000049;0.2030000091
46080;0.2060000151;0.2060000151
47104;0.2110000104;0.2100000083
48128;0.2140000165;0.2140000165
49152;0.2180000097;0.2180000097
50176;0.2230000049;0.2220000178
51200;0.2270000130;0.2270000130
52224;0.2310000062;0.2310000062
53248;0.2360000163;0.2350000143
54272;0.1980000138;0.1480000019
55296;0.1500000060;0.1500000060
56320;0.1530000120;0.1530000120
57344;0.1550000012;0.1550000012
58368;0.1580000073;0.1580000073
59392;0.1610000134;0.1610000134
60416;0.1640000045;0.1640000045
61440;0.1660000086;0.1670000106
62464;0.1690000147;0.1690000147
63488;0.1710000038;0.1720000058
64512;0.1740000099;0.1740000099
65536;0.1760000139;0.2080000043
66560;0.1300000101;0.1290000081
67584;0.1310000122;0.1310000122
68608;0.1330000013;0.1319999993
69632;0.1350000054;0.1350000054
70656;0.1370000094;0.1370000094
