tamanho;tempo_malloqueiro;tempo_malloc
1024;0.0260000005;0.0060000001
2048;0.0230000019;0.0340000018
3072;0.0280000009;0.0080000004
4096;0.0290000010;0.0100000007
5120;0.0340000018;0.0110000009
6144;0.0380000025;0.0130000003
7168;0.0440000035;0.0150000006
8192;0.0490000024;0.0160000008
9216;0.0530000031;0.0180000011
10240;0.0590000041;0.0200000014
11264;0.0620000027;0.0220000017
12288;0.0659999996;0.0230000019
13312;0.0710000023;0.0329999998
14336;0.0750000030;0.0260000005
15360;0.0800000057;0.0280000009
16384;0.0840000063;0.0300000012
17408;0.0890000015;0.0310000014
18432;0.0940000042;0.0329999998
19456;0.0980000049;0.0350000001
20480;0.1020000055;0.0360000022
21504;0.1070000082;0.0370000005
22528;0.1110000089;0.0390000008
23552;0.1150000021;0.0410000011
24576;0.1200000048;0.0430000015
25600;0.1240000054;0.0440000035
26624;0.1290000081;0.0460000038
27648;0.1340000033;0.0470000021
28672;0.1380000114;0.0500000007
29696;0.1420000046;0.0510000028
30720;0.1469999999;0.0520000011
31744;0.1510000080;0.0540000014
32768;0.1650000066;0.0560000017
33792;0.1560000032;0.1550000012
34816;0.1580000073;0.1570000052
35840;0.1620000005;0.1610000134
36864;0.1660000086;0.1650000066
37888;0.1700000018;0.1700000018
38912;0.1740000099;0.1740000099
39936;0.1790000051;0.1780000031
40960;0.1830000132;0.1820000112
41984;0.1870000064;0.1860000044
43008;0.1920000017;0.1900000125
44032;0.1950000077;0.2050000131
45056;0.1890000105;0.1870000064
46080;0.1930000037;0.1920000017
47104;0.2090000063;0.2210000157
48128;0.2140000165;0.2120000124
49152;0.2180000097;0.2150000036
50176;0.2220000178;0.2210000157
51200;0.2310000062;0.2240000069
52224;0.2300000042;0.2290000170
53248;0.2600000203;0.1640000045
54272;0.1420000046;0.1410000026
55296;0.1440000087;0.1440000087
56320;0.1469999999;0.1460000128
57344;0.1490000039;0.1480000019
58368;0.1520000100;0.1510000080
59392;0.1540000141;0.1540000141
60416;0.1570000052;0.1560000032
61440;0.1590000093;0.1590000093
62464;0.1620000005;0.1610000134
63488;0.1640000045;0.1640000045
64512;0.1670000106;0.1650000066
65536;0.1690000147;0.1880000085
66560;0.1290000081;0.1319999993
67584;0.1240000054;0.1230000034
68608;0.1260000020;0.1250000000
69632;0.1280000061;0.1270000041
70656;0.1290000081;0.1290000081
71680;0.1300000101;0.1300000101
72704;0.1330000013;0.1319999993
73728;0.1340000033;0.1330000013
74752;0.1380000114;0.1350000054
75776;0.1390000135;0.1380000114
76800;0.1410000026;0.1390000135
77824;0.1420000046;0.1410000026
78848;0.1440000087;0.1420000046
79872;0.1560000032;0.1490000039
80896;0.1980000138;0.1510000080
81920;0.1710000038;0.1520000100
82944;0.1560000032;0.1540000141
83968;0.1570000052;0.1550000012
84992;0.1590000093;0.1570000052
86016;0.1610000134;0.1590000093
87040;0.1630000025;0.1620000005
88064;0.1640000045;0.1630000025
89088;0.1670000106;0.1660000086
90112;0.1690000147;0.1670000106
91136;0.1710000038;0.1700000018
92160;0.1830000132;0.2190000117
93184;0.1900000125;0.1850000024
94208;0.1760000139;0.1740000099
95232;0.1780000031;0.1760000139
96256;0.1800000072;0.1780000031
97280;0.1810000092;0.1790000051
98304;0.1970000118;0.1870000064
99328;0.1900000125;0.1880000085
100352;0.1970000118;0.1850000024
101376;0.1880000085;0.1860000044
102400;0.1910000145;0.1890000105
